soil_moisture,temperature,humidity,rainfall,rain_probability,wind_speed,soil_type,crop_type,growth_stage,prev_irrigation,hours_since_irrigation,irrigation_required,water_quantity,duration_minutes,risk_level
77.02,39.96,32.78,5.39,34.6,9.1,Silty,Sugarcane,Maturity,25.7,69.2,1,5.0,4.6,Medium
58.86,17.06,86.93,1.37,18.1,39.3,Loamy,Cotton,Vegetative,29.4,20.1,0,0.0,0.0,Low
67.25,32.37,73.95,4.69,11.8,25.1,Peaty,Tomato,Fruiting,11.7,19.8,0,0.0,0.0,Low
73.1,42.18,88.97,14.55,48.6,6.7,Sandy,Tomato,Fruiting,17.9,53.8,0,0.0,0.0,Medium
57.84,35.76,81.09,2.45,55.1,6.4,Clay,Sugarcane,Vegetative,4.5,70.0,1,5.0,3.0,Medium
65.53,20.37,51.22,2.95,36.5,15.2,Loamy,Wheat,Fruiting,9.3,47.2,0,0.0,0.0,Low
78.37,21.16,65.59,1.72,87.2,11.6,Loamy,Rice,Flowering,5.0,70.7,0,0.0,0.0,Low
63.51,22.98,92.9,2.85,7.4,21.0,Silty,Cotton,Fruiting,12.5,48.0,0,0.0,0.0,Low
93.85,36.31,74.0,5.84,84.8,26.6,Loamy,Maize,Fruiting,0.6,67.0,0,0.0,0.0,Medium
43.64,27.66,39.62,0.76,10.6,7.9,Silty,Cotton,Vegetative,21.2,53.2,1,5.0,3.0,Medium
41.96,25.17,72.27,3.48,57.5,2.3,Loamy,Sugarcane,Vegetative,1.2,51.7,1,17.8,11.3,High
59.99,44.2,59.14,0.04,4.4,18.4,Silty,Sugarcane,Germination,12.2,59.3,1,5.0,3.3,High
47.39,44.33,62.46,6.22,94.9,17.4,Sandy,Cotton,Vegetative,4.3,36.3,0,0.0,0.0,Medium
64.13,42.21,21.97,0.83,15.3,31.4,Clay,Cotton,Flowering,16.6,61.1,0,0.0,0.0,Medium
28.09,38.93,80.4,10.12,32.7,39.9,Silty,Cotton,Vegetative,13.5,50.9,0,0.0,0.0,High
81.28,28.53,35.01,7.21,74.0,22.4,Silty,Rice,Germination,15.0,59.3,0,0.0,0.0,Low
59.49,29.56,63.96,4.14,26.5,9.9,Sandy,Tomato,Fruiting,28.6,32.1,0,0.0,0.0,Low
10.59,35.98,85.75,2.7,56.7,34.9,Silty,Groundnut,Vegetative,14.4,62.6,1,24.6,15.5,High
47.56,24.48,93.69,0.01,6.4,38.7,Silty,Wheat,Fruiting,4.2,32.3,0,0.0,0.0,Low
82.42,30.75,22.94,5.5,62.8,37.7,Silty,Sugarcane,Flowering,5.5,34.9,0,0.0,0.0,Low
52.27,38.84,27.11,0.85,46.2,15.5,Peaty,Wheat,Maturity,16.9,6.3,0,0.0,0.0,Medium
76.0,21.15,67.82,2.11,40.8,14.9,Peaty,Rice,Flowering,18.5,10.9,0,0.0,0.0,Low
58.75,20.29,82.57,2.96,98.0,29.1,Peaty,Tomato,Flowering,5.1,3.4,0,0.0,0.0,Low
90.97,28.67,21.52,11.16,81.3,17.9,Clay,Cotton,Fruiting,27.9,38.4,0,0.0,0.0,Low
24.47,29.7,24.78,5.98,47.6,36.6,Clay,Tomato,Flowering,9.9,48.7,1,33.2,20.7,High
75.39,33.68,73.76,0.04,36.6,33.3,Silty,Rice,Fruiting,18.5,16.5,0,0.0,0.0,Medium
72.11,27.4,68.47,0.27,82.1,23.0,Silty,Cotton,Vegetative,9.5,26.3,0,0.0,0.0,Low
68.97,32.33,94.11,0.12,19.6,32.4,Sandy,Maize,Germination,24.6,62.8,1,5.0,3.0,Low
68.61,38.2,56.31,11.55,43.9,33.7,Clay,Groundnut,Vegetative,0.7,7.6,0,0.0,0.0,Medium
47.19,39.08,65.35,0.1,80.4,38.3,Sandy,Wheat,Fruiting,8.6,59.0,0,0.0,0.0,Medium
87.0,23.13,65.58,11.49,48.6,24.0,Loamy,Rice,Vegetative,10.0,13.0,0,0.0,0.0,Low
77.81,23.63,81.1,5.57,80.9,25.6,Sandy,Rice,Flowering,19.1,69.1,0,0.0,0.0,Low
92.35,36.68,56.02,3.48,93.2,16.7,Peaty,Wheat,Flowering,1.5,1.0,0,0.0,0.0,Medium
46.31,31.44,42.01,1.01,7.3,21.4,Peaty,Tomato,Fruiting,8.7,69.9,1,6.6,5.3,Medium
86.45,16.41,92.1,0.67,55.0,3.0,Peaty,Rice,Fruiting,3.5,46.4,0,0.0,0.0,Low
88.07,19.6,53.51,1.5,79.5,34.9,Peaty,Groundnut,Germination,11.3,45.8,0,0.0,0.0,Low
27.78,35.78,75.39,0.08,43.1,39.2,Clay,Groundnut,Flowering,26.5,42.3,1,21.6,13.8,Medium
83.83,41.8,80.73,5.02,83.4,17.4,Clay,Cotton,Flowering,11.0,61.1,0,0.0,0.0,Medium
63.76,27.3,60.77,4.01,79.7,39.0,Peaty,Maize,Maturity,15.1,6.6,0,0.0,0.0,Low
48.2,23.17,29.02,0.3,54.1,28.7,Clay,Groundnut,Germination,16.7,31.7,0,0.0,0.0,Low
59.12,28.45,63.15,3.35,3.7,19.2,Clay,Groundnut,Maturity,15.9,4.9,0,0.0,0.0,Low
65.87,36.24,69.39,0.67,84.3,34.0,Silty,Wheat,Maturity,3.9,43.8,0,0.0,0.0,Medium
41.66,19.79,94.11,0.4,5.8,24.5,Clay,Wheat,Flowering,21.6,9.2,1,6.0,3.6,Medium
39.01,31.65,86.86,2.54,54.7,32.5,Clay,Sugarcane,Fruiting,19.4,58.4,1,28.9,16.9,High
50.35,41.4,51.94,3.43,29.5,10.8,Loamy,Rice,Flowering,7.2,24.7,1,22.8,15.1,High
50.25,26.73,88.22,0.85,75.8,18.7,Loamy,Cotton,Fruiting,8.4,61.8,0,0.0,0.0,Low
70.05,43.1,93.43,1.26,9.7,28.1,Loamy,Wheat,Fruiting,4.9,70.9,0,0.0,0.0,Medium
81.26,21.0,94.12,1.26,66.6,5.3,Silty,Rice,Fruiting,23.9,69.9,0,0.0,0.0,Low
65.45,38.97,43.55,1.17,44.5,27.7,Peaty,Wheat,Flowering,6.8,26.1,0,0.0,0.0,Medium
74.76,19.12,29.96,6.77,68.3,15.5,Clay,Sugarcane,Germination,9.5,47.1,0,0.0,0.0,Low
63.95,31.15,39.34,2.4,42.2,35.6,Sandy,Tomato,Fruiting,18.6,2.9,0,0.0,0.0,Low
29.62,39.09,50.48,2.67,42.2,21.1,Silty,Tomato,Flowering,18.0,70.5,1,24.5,15.8,High
60.83,21.64,63.49,12.02,84.9,14.5,Clay,Wheat,Germination,24.6,39.5,0,0.0,0.0,Low
27.2,41.31,50.72,2.96,2.6,34.2,Sandy,Maize,Maturity,8.5,58.8,1,8.2,4.0,High
84.01,18.15,43.77,5.06,61.2,22.5,Loamy,Tomato,Germination,1.2,68.2,0,0.0,0.0,Low
39.66,17.23,39.12,0.44,37.2,6.9,Sandy,Maize,Fruiting,13.3,53.5,1,7.3,3.0,Medium
77.14,42.92,60.87,5.81,83.2,2.3,Peaty,Wheat,Vegetative,23.7,65.3,0,0.0,0.0,Medium
93.79,27.17,26.81,10.15,69.6,6.8,Silty,Wheat,Vegetative,21.5,6.5,0,0.0,0.0,Low
76.56,39.87,53.82,1.41,62.2,19.6,Clay,Maize,Germination,12.2,33.2,0,0.0,0.0,Medium
49.95,16.33,83.04,1.28,79.3,12.2,Peaty,Groundnut,Fruiting,11.7,57.4,0,0.0,0.0,Low
74.55,25.6,26.17,1.86,86.0,19.0,Loamy,Maize,Flowering,7.6,12.0,0,0.0,0.0,Low
54.16,26.76,62.8,4.29,32.0,10.9,Sandy,Groundnut,Maturity,15.4,61.7,0,0.0,0.0,Low
68.9,34.43,89.72,8.99,76.0,13.9,Sandy,Sugarcane,Maturity,15.5,20.9,0,0.0,0.0,Medium
60.72,21.56,85.65,0.62,99.7,22.3,Loamy,Tomato,Flowering,25.0,18.3,0,0.0,0.0,Low
91.9,30.72,48.72,0.14,83.7,40.0,Silty,Maize,Fruiting,28.0,24.0,0,0.0,0.0,Low
39.77,43.53,88.47,4.29,26.7,4.1,Loamy,Maize,Vegetative,18.5,22.8,1,8.1,3.3,High
25.9,28.21,81.33,2.03,13.6,11.2,Clay,Wheat,Flowering,17.1,47.2,1,23.1,13.6,Medium
93.73,41.58,93.3,1.96,80.4,23.1,Loamy,Wheat,Flowering,7.4,1.0,0,0.0,0.0,Medium
17.99,29.59,40.29,1.91,8.9,20.7,Peaty,Cotton,Maturity,3.0,22.3,1,13.5,8.4,High
67.55,34.46,26.83,2.08,85.9,14.5,Silty,Sugarcane,Fruiting,23.4,47.3,0,0.0,0.0,Medium
63.72,40.05,67.92,2.42,73.2,14.2,Loamy,Wheat,Maturity,29.3,8.6,0,0.0,0.0,Medium
82.23,32.48,55.94,3.54,55.2,30.6,Peaty,Sugarcane,Fruiting,24.0,22.1,0,0.0,0.0,Low
57.05,26.74,90.81,2.04,48.5,31.8,Peaty,Sugarcane,Vegetative,5.9,55.3,1,5.3,3.0,Medium
36.02,21.18,49.7,4.97,18.7,35.3,Loamy,Wheat,Germination,7.6,29.5,1,6.6,4.3,Medium
55.78,26.67,68.01,0.65,29.0,8.1,Sandy,Cotton,Maturity,0.2,29.3,0,0.0,0.0,Low
77.68,44.81,64.45,0.7,23.8,20.8,Silty,Sugarcane,Maturity,2.3,49.5,1,5.0,3.0,Medium
73.35,21.8,84.41,1.09,22.2,12.2,Sandy,Sugarcane,Flowering,15.8,7.7,0,0.0,0.0,Low
89.84,38.57,25.12,0.73,95.1,18.5,Loamy,Rice,Fruiting,17.3,59.3,0,0.0,0.0,Medium
48.96,23.75,58.13,0.16,39.4,14.0,Silty,Cotton,Vegetative,21.5,6.5,0,0.0,0.0,Low
70.07,35.28,81.62,2.09,69.2,20.6,Silty,Tomato,Maturity,1.0,12.5,0,0.0,0.0,Medium
85.76,36.42,47.72,1.62,61.0,18.8,Sandy,Tomato,Maturity,17.9,16.3,0,0.0,0.0,Medium
52.42,27.32,85.81,1.19,68.7,35.1,Loamy,Wheat,Maturity,19.6,64.9,0,0.0,0.0,Low
53.05,16.09,31.09,3.95,59.5,27.0,Peaty,Cotton,Fruiting,27.3,45.7,0,0.0,0.0,Low
25.33,24.11,28.82,20.04,41.9,8.7,Silty,Wheat,Germination,25.9,59.0,0,0.0,0.0,High
93.37,26.88,45.57,2.7,74.8,11.2,Clay,Sugarcane,Flowering,10.9,31.2,0,0.0,0.0,Low
84.34,26.51,36.01,3.69,96.0,37.5,Silty,Tomato,Fruiting,5.7,11.1,0,0.0,0.0,Low
31.74,28.83,44.51,1.67,0.9,28.8,Silty,Tomato,Vegetative,11.0,29.0,1,18.8,11.1,Medium
42.0,30.65,44.83,0.9,54.1,18.2,Loamy,Cotton,Germination,7.8,42.5,0,0.0,0.0,Medium
16.91,20.41,83.68,2.44,45.5,30.5,Peaty,Cotton,Vegetative,0.2,22.4,1,18.8,10.5,High
58.27,25.59,40.04,3.85,15.9,32.8,Loamy,Tomato,Maturity,14.5,25.9,0,0.0,0.0,Low
34.55,29.76,31.63,6.53,13.4,23.7,Loamy,Wheat,Maturity,12.5,15.2,1,7.2,4.8,Medium
91.81,42.01,71.25,0.44,78.0,0.9,Peaty,Rice,Vegetative,23.6,59.8,0,0.0,0.0,Medium
89.73,17.38,33.74,9.87,50.0,35.0,Silty,Rice,Maturity,29.7,2.9,0,0.0,0.0,Low
66.33,25.49,44.58,1.77,29.0,13.9,Silty,Maize,Germination,15.3,62.8,0,0.0,0.0,Low
27.24,31.51,24.1,5.39,56.6,26.1,Sandy,Wheat,Maturity,16.7,38.2,1,6.2,4.8,Medium
30.78,25.79,28.05,3.03,19.3,5.5,Silty,Tomato,Maturity,20.7,10.0,1,16.9,8.4,Medium
29.77,41.92,43.14,11.49,16.5,2.3,Peaty,Groundnut,Germination,6.0,37.3,0,0.0,0.0,High
73.7,18.14,25.51,1.45,90.8,20.3,Peaty,Rice,Maturity,7.4,3.6,0,0.0,0.0,Low
63.88,44.77,81.18,2.0,10.9,36.2,Loamy,Sugarcane,Maturity,9.3,32.5,1,5.0,3.5,High
70.47,41.85,65.57,1.98,86.1,9.6,Sandy,Tomato,Vegetative,15.2,3.6,0,0.0,0.0,Medium
73.28,25.32,40.9,0.0,69.2,9.4,Loamy,Rice,Germination,23.9,2.8,0,0.0,0.0,Low
22.29,38.56,65.97,5.0,21.7,8.2,Loamy,Groundnut,Flowering,0.1,12.9,1,16.6,8.9,High
90.59,30.19,35.44,0.41,71.0,30.6,Silty,Maize,Fruiting,28.0,62.6,0,0.0,0.0,Low
91.54,21.44,59.38,0.03,86.4,10.5,Silty,Tomato,Vegetative,20.3,39.5,0,0.0,0.0,Low
93.95,27.83,59.96,2.43,79.3,1.8,Loamy,Maize,Germination,29.7,7.1,0,0.0,0.0,Low
72.76,24.25,73.23,1.36,43.0,23.0,Clay,Wheat,Germination,19.3,7.0,0,0.0,0.0,Low
64.42,38.22,75.73,5.14,95.6,12.4,Peaty,Groundnut,Germination,7.9,23.6,0,0.0,0.0,Medium
71.87,16.07,53.9,0.61,98.8,40.0,Silty,Rice,Flowering,20.0,58.5,0,0.0,0.0,Low
72.4,17.85,56.74,5.18,86.3,6.6,Peaty,Rice,Vegetative,11.6,4.7,0,0.0,0.0,Low
79.42,39.93,45.91,1.83,46.3,28.5,Clay,Rice,Vegetative,19.2,55.7,1,5.0,3.0,Medium
93.76,44.61,24.62,0.4,81.2,18.1,Silty,Maize,Germination,3.4,11.3,0,0.0,0.0,Medium
63.8,35.69,80.31,8.06,71.2,15.8,Loamy,Maize,Vegetative,8.1,28.6,0,0.0,0.0,Medium
46.43,17.73,81.8,2.14,24.7,0.7,Sandy,Wheat,Germination,22.6,55.2,0,0.0,0.0,Low
36.79,16.93,33.63,0.33,20.3,39.9,Loamy,Groundnut,Flowering,19.8,11.9,1,6.0,4.3,Medium
54.68,21.47,78.32,1.46,6.1,19.2,Peaty,Wheat,Germination,0.7,50.8,0,0.0,0.0,Low
48.8,42.16,34.72,1.87,78.6,8.2,Silty,Wheat,Maturity,0.5,7.5,0,0.0,0.0,Medium
23.9,23.98,86.25,2.41,6.9,2.5,Clay,Wheat,Flowering,6.3,63.9,1,27.7,16.0,High
46.38,28.61,59.49,1.12,67.3,30.6,Peaty,Wheat,Maturity,25.4,37.0,0,0.0,0.0,Low
84.08,39.19,74.07,4.23,11.9,34.5,Loamy,Rice,Maturity,2.8,25.7,0,0.0,0.0,Medium
56.24,30.49,77.89,2.7,34.1,9.8,Peaty,Groundnut,Flowering,12.9,66.3,0,0.0,0.0,Low
21.53,31.72,52.73,2.39,42.2,11.7,Sandy,Groundnut,Maturity,13.8,38.2,1,7.5,4.4,Medium
28.03,30.18,89.81,1.74,47.1,37.7,Loamy,Maize,Vegetative,22.1,21.5,1,21.1,11.9,High
32.8,17.77,21.15,0.54,11.9,18.5,Clay,Wheat,Fruiting,1.4,32.4,1,16.7,8.2,Medium
93.84,17.68,53.51,3.82,82.0,17.6,Peaty,Tomato,Fruiting,25.3,15.5,0,0.0,0.0,Low
63.06,38.86,72.6,1.46,89.6,5.7,Clay,Cotton,Vegetative,20.9,62.9,0,0.0,0.0,Medium
72.67,36.46,91.25,1.22,74.4,29.9,Clay,Wheat,Flowering,24.4,38.6,0,0.0,0.0,Medium
67.94,40.69,81.84,1.38,77.4,30.1,Clay,Cotton,Fruiting,12.1,13.0,0,0.0,0.0,Medium
86.81,21.35,27.01,2.06,66.6,32.8,Sandy,Tomato,Germination,24.7,32.2,0,0.0,0.0,Low
75.43,32.47,26.76,1.42,95.5,6.6,Peaty,Cotton,Germination,25.0,55.5,0,0.0,0.0,Low
84.66,44.16,92.16,1.19,68.0,5.9,Sandy,Cotton,Flowering,4.8,64.1,0,0.0,0.0,Medium
61.06,37.19,62.95,2.93,35.4,22.2,Peaty,Rice,Vegetative,2.4,60.8,1,5.7,4.6,Medium
72.49,34.19,84.32,2.63,1.1,31.5,Sandy,Wheat,Vegetative,1.4,58.3,0,0.0,0.0,Medium
42.71,33.78,53.67,5.89,43.3,16.4,Sandy,Wheat,Flowering,25.8,42.3,1,6.0,4.8,Medium
59.02,40.77,82.34,3.15,6.3,12.7,Silty,Wheat,Flowering,7.5,44.9,1,6.0,3.9,Medium
51.86,38.8,82.85,3.05,71.2,36.3,Sandy,Cotton,Vegetative,2.5,9.0,0,0.0,0.0,Medium
55.03,34.03,90.89,6.05,7.6,34.1,Clay,Wheat,Fruiting,9.5,61.4,1,5.5,4.0,Medium
89.25,37.01,64.55,0.07,76.2,33.3,Sandy,Rice,Germination,5.3,36.2,0,0.0,0.0,Medium
92.54,44.93,79.6,1.41,74.3,15.1,Peaty,Maize,Fruiting,11.3,55.2,0,0.0,0.0,Medium
84.47,29.93,86.43,7.02,11.3,14.9,Loamy,Sugarcane,Vegetative,24.6,51.9,0,0.0,0.0,Low
41.01,38.12,43.38,2.91,36.2,3.4,Peaty,Cotton,Maturity,9.2,5.1,1,5.0,3.0,High
38.33,37.85,86.71,3.67,5.5,22.0,Loamy,Wheat,Germination,22.5,42.5,1,5.0,3.0,High
55.17,33.77,67.55,0.26,2.2,11.7,Clay,Sugarcane,Flowering,4.3,36.7,1,11.2,5.6,Medium
68.92,35.18,53.55,2.31,10.8,14.5,Sandy,Cotton,Flowering,16.4,40.4,0,0.0,0.0,Medium
68.05,19.31,87.88,0.41,74.2,39.6,Peaty,Sugarcane,Fruiting,6.4,33.4,0,0.0,0.0,Low
65.19,30.46,69.3,2.09,79.0,6.3,Loamy,Cotton,Vegetative,2.0,48.3,0,0.0,0.0,Low
81.9,29.27,79.95,4.56,84.8,34.0,Silty,Maize,Fruiting,22.5,55.9,0,0.0,0.0,Low
72.92,41.73,80.36,12.33,82.7,15.9,Sandy,Rice,Maturity,26.2,41.1,0,0.0,0.0,Medium
39.35,22.94,59.67,0.84,36.8,34.4,Sandy,Maize,Fruiting,29.6,19.9,1,7.9,5.6,Medium
51.95,43.16,89.39,4.26,55.2,3.9,Silty,Rice,Maturity,7.7,2.4,1,12.9,7.4,High
36.67,31.34,37.31,0.18,7.2,6.4,Clay,Maize,Vegetative,21.2,34.2,1,15.5,7.4,Medium
77.04,39.89,67.14,2.03,28.6,11.7,Sandy,Sugarcane,Vegetative,3.4,10.5,0,0.0,0.0,Medium
83.58,39.88,58.63,0.07,89.5,21.4,Peaty,Tomato,Flowering,12.7,13.3,0,0.0,0.0,Medium
91.19,31.41,72.97,3.01,88.6,39.7,Loamy,Wheat,Maturity,22.9,49.4,0,0.0,0.0,Low
66.94,16.11,29.16,9.01,96.1,35.0,Silty,Wheat,Germination,17.8,59.3,0,0.0,0.0,Low
78.56,41.69,32.71,0.18,44.6,21.8,Sandy,Sugarcane,Vegetative,4.8,66.2,1,5.0,4.2,Medium
16.04,38.9,33.74,0.35,1.5,11.9,Clay,Groundnut,Germination,24.1,34.9,1,15.7,8.0,High
28.08,41.87,77.79,0.25,35.4,11.9,Loamy,Maize,Maturity,30.0,10.6,1,15.0,9.7,High
67.77,25.78,60.6,4.22,77.3,0.5,Silty,Sugarcane,Fruiting,0.1,1.1,0,0.0,0.0,Low
70.51,43.9,23.73,3.28,58.6,25.6,Silty,Sugarcane,Germination,3.7,9.6,0,0.0,0.0,Medium
46.31,19.74,81.82,4.48,46.4,20.9,Silty,Tomato,Germination,16.5,52.7,0,0.0,0.0,Medium
57.33,21.17,32.97,0.16,31.4,23.9,Clay,Rice,Flowering,7.2,71.6,1,14.5,9.5,Medium
71.38,22.91,92.39,5.9,91.2,36.7,Clay,Maize,Vegetative,25.8,64.0,0,0.0,0.0,Low
78.2,19.39,88.23,3.72,40.7,2.8,Loamy,Sugarcane,Germination,14.8,23.3,0,0.0,0.0,Low
75.73,24.23,39.35,5.12,75.9,2.3,Clay,Rice,Germination,13.5,6.3,0,0.0,0.0,Low
84.8,31.75,71.24,0.46,80.9,10.2,Peaty,Sugarcane,Maturity,17.8,47.1,0,0.0,0.0,Low
75.55,42.42,75.98,3.6,92.6,14.0,Clay,Cotton,Vegetative,20.6,71.7,0,0.0,0.0,Medium
71.73,43.4,45.02,4.68,87.3,18.6,Silty,Sugarcane,Fruiting,3.9,10.1,0,0.0,0.0,Medium
45.77,40.84,44.69,0.68,52.3,31.3,Sandy,Cotton,Vegetative,28.8,68.9,1,5.0,3.9,Medium
43.81,15.36,37.2,15.11,7.3,35.0,Silty,Sugarcane,Fruiting,3.3,56.1,0,0.0,0.0,High
67.15,35.55,48.98,0.46,78.3,10.4,Sandy,Cotton,Flowering,19.0,69.5,0,0.0,0.0,Medium
22.3,36.63,28.86,2.58,2.7,33.8,Loamy,Groundnut,Fruiting,22.0,7.7,1,13.5,8.9,Medium
44.04,34.05,80.49,4.6,39.5,17.2,Sandy,Groundnut,Fruiting,3.7,62.6,1,5.5,3.5,Medium
72.8,17.05,42.0,0.67,46.1,39.8,Sandy,Maize,Maturity,26.8,59.8,0,0.0,0.0,Low
87.57,29.29,46.56,4.04,11.8,21.3,Sandy,Rice,Germination,6.1,19.0,0,0.0,0.0,Low
21.3,26.71,48.2,1.41,41.4,24.7,Loamy,Cotton,Vegetative,7.0,46.5,1,14.6,7.5,Medium
68.56,17.39,22.91,1.88,64.6,2.5,Peaty,Tomato,Flowering,2.7,26.1,0,0.0,0.0,Low
57.16,21.87,29.54,1.18,80.9,1.1,Clay,Wheat,Germination,28.7,1.2,0,0.0,0.0,Low
72.26,33.76,34.4,4.69,71.1,31.8,Sandy,Maize,Fruiting,16.7,7.4,0,0.0,0.0,Medium
56.51,25.44,54.53,1.3,15.2,25.8,Peaty,Wheat,Flowering,29.1,32.8,0,0.0,0.0,Low
51.52,15.43,27.1,3.51,38.0,14.9,Clay,Cotton,Germination,14.9,45.9,0,0.0,0.0,Low
45.97,34.77,51.18,1.18,54.6,13.9,Silty,Tomato,Vegetative,3.3,60.8,1,9.5,4.9,Medium
91.47,21.6,52.19,0.25,85.4,33.0,Loamy,Sugarcane,Flowering,13.4,46.9,0,0.0,0.0,Low
95.27,33.46,31.38,1.28,84.1,8.5,Sandy,Rice,Flowering,25.0,19.3,0,0.0,0.0,Medium
55.09,43.44,41.54,0.05,91.8,8.2,Loamy,Tomato,Maturity,6.7,7.5,0,0.0,0.0,Medium
63.81,31.65,44.34,1.17,65.2,38.3,Clay,Maize,Maturity,11.8,58.0,0,0.0,0.0,Low
48.25,31.59,25.43,11.95,56.4,4.8,Loamy,Groundnut,Germination,0.2,0.5,0,0.0,0.0,Low
69.74,35.2,38.11,2.97,95.7,18.9,Peaty,Wheat,Vegetative,21.8,36.5,0,0.0,0.0,Medium
34.17,15.93,67.12,6.32,4.8,8.7,Peaty,Wheat,Germination,8.6,2.9,1,5.9,3.4,Medium
39.95,24.36,19.86,1.06,25.1,16.1,Clay,Groundnut,Fruiting,20.1,13.8,1,5.5,5.0,Medium
31.11,26.15,52.14,5.16,39.8,1.6,Loamy,Groundnut,Fruiting,11.9,11.1,1,8.9,5.1,Medium
40.73,36.53,24.26,5.46,33.7,16.9,Clay,Rice,Flowering,22.8,33.6,1,37.8,22.6,High
42.59,29.27,90.94,1.42,49.0,22.2,Sandy,Rice,Flowering,15.8,24.2,1,18.7,12.6,High
72.44,31.67,50.08,1.95,30.3,19.7,Silty,Maize,Flowering,23.6,44.4,0,0.0,0.0,Low
60.48,14.79,58.86,5.26,61.1,24.8,Silty,Maize,Flowering,29.4,38.1,0,0.0,0.0,Low
74.91,23.42,59.13,0.89,86.1,39.8,Peaty,Rice,Vegetative,17.3,10.5,0,0.0,0.0,Low
89.09,20.83,78.33,0.71,85.9,15.2,Silty,Rice,Germination,7.8,47.0,0,0.0,0.0,Low
41.96,26.95,53.32,5.63,41.8,12.1,Sandy,Sugarcane,Germination,20.2,6.1,1,7.2,4.5,High
85.62,37.15,50.43,1.82,87.0,1.0,Peaty,Wheat,Maturity,13.4,33.4,0,0.0,0.0,Medium
14.69,42.67,23.52,2.11,56.6,37.0,Sandy,Groundnut,Germination,23.7,46.3,1,8.0,3.9,High
19.2,38.34,60.76,1.6,24.4,1.3,Peaty,Wheat,Fruiting,12.6,6.8,1,21.1,12.5,High
69.14,21.91,89.02,1.33,0.3,8.0,Silty,Groundnut,Vegetative,9.3,44.2,0,0.0,0.0,Low
79.65,41.51,76.52,2.03,13.3,34.9,Peaty,Sugarcane,Vegetative,20.9,61.3,1,5.0,3.0,Medium
42.62,30.96,27.25,0.05,16.9,30.4,Peaty,Maize,Germination,24.1,36.1,1,5.0,3.7,Medium
45.25,25.87,87.89,6.26,31.1,9.1,Peaty,Cotton,Maturity,2.9,16.8,1,5.0,3.0,Medium
30.34,30.77,78.21,0.74,43.4,20.2,Silty,Maize,Fruiting,21.1,4.1,1,24.0,13.1,Medium
72.73,40.34,34.77,0.51,24.4,14.4,Sandy,Rice,Vegetative,3.7,38.3,1,5.0,3.9,Medium
53.92,28.98,78.5,2.54,46.5,0.7,Peaty,Tomato,Maturity,20.2,7.1,0,0.0,0.0,Medium
93.82,30.17,60.82,6.23,80.0,11.2,Clay,Sugarcane,Fruiting,22.6,0.9,0,0.0,0.0,Low
23.97,25.41,69.49,0.35,53.1,13.7,Clay,Wheat,Fruiting,23.9,58.7,1,25.0,16.0,High
90.59,22.42,66.98,7.29,89.2,14.4,Sandy,Sugarcane,Vegetative,15.3,33.4,0,0.0,0.0,Low
55.56,42.09,72.07,2.47,86.7,13.2,Peaty,Wheat,Flowering,22.4,4.2,0,0.0,0.0,Medium
71.35,23.13,93.92,0.6,90.7,17.8,Sandy,Tomato,Maturity,21.0,6.7,0,0.0,0.0,Low
61.53,27.54,55.45,2.39,2.2,30.4,Clay,Cotton,Vegetative,4.3,64.6,0,0.0,0.0,Low
87.21,29.24,57.55,3.17,80.2,37.4,Clay,Maize,Fruiting,27.3,36.0,0,0.0,0.0,Low
76.65,26.83,88.46,2.13,26.0,33.0,Sandy,Maize,Maturity,7.3,43.6,0,0.0,0.0,Low
55.04,27.23,93.48,0.28,67.0,35.8,Silty,Wheat,Germination,24.1,17.4,0,0.0,0.0,Low
58.1,19.45,34.05,3.65,61.2,37.9,Sandy,Groundnut,Flowering,6.4,47.2,0,0.0,0.0,Low
73.64,33.17,35.34,8.96,27.3,35.9,Sandy,Rice,Flowering,15.1,23.9,0,0.0,0.0,Medium
43.43,34.6,42.93,5.74,31.1,38.9,Peaty,Wheat,Fruiting,28.6,13.2,1,5.5,3.6,Medium
67.26,19.47,23.15,0.09,10.4,15.2,Loamy,Cotton,Flowering,10.6,32.6,0,0.0,0.0,Low
67.74,27.89,29.58,2.28,97.9,10.1,Peaty,Tomato,Flowering,7.1,62.4,0,0.0,0.0,Low
29.76,36.24,85.73,4.36,24.3,34.9,Silty,Groundnut,Flowering,27.3,59.3,1,11.5,6.9,Medium
34.31,30.03,56.81,5.44,30.2,18.0,Sandy,Groundnut,Vegetative,19.0,60.2,1,5.0,3.0,Medium
58.38,28.17,52.44,4.01,93.6,15.6,Peaty,Maize,Flowering,1.0,0.3,0,0.0,0.0,Low
31.04,40.81,72.88,0.26,34.8,38.7,Clay,Maize,Maturity,13.6,24.1,1,17.8,10.0,High
54.67,43.35,91.74,2.75,27.1,9.9,Sandy,Cotton,Germination,29.4,5.6,0,0.0,0.0,Medium
91.99,21.29,59.09,0.07,74.1,20.9,Peaty,Tomato,Vegetative,3.1,52.7,0,0.0,0.0,Low
49.22,26.98,60.03,1.37,57.9,39.4,Sandy,Sugarcane,Flowering,16.9,33.9,1,8.1,5.8,Medium
93.55,25.05,36.13,4.96,88.8,0.2,Sandy,Wheat,Maturity,12.7,6.9,0,0.0,0.0,Low
39.23,16.51,28.5,0.26,44.1,27.9,Clay,Maize,Flowering,0.8,50.9,1,21.9,12.3,Medium
